doi,annee,titre,revue,citations,decision,motif,confiance,resume_present,preprint,source
10.3791/2967,2011.0,Oral Biofilm Analysis of Palatal Expanders by Fluorescence In-Situ Hybridization and Confocal Laser Scanning Microscopy,Journal of Visualized Experiments,22,exclude,"FISH is molecular hybridization technique for oral biofilm imaging, not host-hybrid organism microbiote study",0.98,True,False,s2
10.1099/ijsem.0.002978,2018.0,"Mycobacterium syngnathidarum sp. nov., a rapidly growing mycobacterium identified in syngnathid fish.",International Journal of Systematic and Evolutionary Microbiology,13,exclude,Species description of a bacterium from diseased fish; no host microbiome/hybridization comparison,0.97,True,False,s2
10.18174/33094,2006.0,Analyzing global gene expression of Lactobacillus plantarum in the human gastrointestinal tract,,29,exclude,"Human GI microbiota gene expression study, no hybridization zone or host genetics/hybrid comparison",0.97,True,False,s2
10.1007/s12223-017-0508-9,2017.0,Enrichment culture and identification of endophytic methanotrophs isolated from peatland plants,Folia Microbiologica (Prague),12,exclude,Endophytic methanotrophs from peatland plants using FISH; not hybridization zone or host-microbiome hybrid comparison study,0.97,True,False,s2
10.11532/proes1992.34.51,1997.0,Analysis of Microbial Ecological Structure of Anaerobic Granular Sludge Consortia by In-situ Hybridization of 16S rRNA targeted oligonucleotides,Environmental Engineering Research,1,exclude,"In-situ hybridization (FISH) of anaerobic sludge microbes, not host-microbiome or organismal hybridization",0.97,False,False,s2
10.1186/s12967-023-03938-6,2023.0,Overview of microbial profiles in human hepatocellular carcinoma and adjacent nontumor tissues,Journal of Translational Medicine,65,exclude,"Human HCC tumor microbiome study, unrelated to hybridization, host genetics, or fish tissues",0.98,True,False,s2
10.1099/ijsem.0.001705,2017.0,Isolation of Vibrio tapetis from two native fish species (Genypterus chilensis and Paralichthys adspersus) reared in Chile and description of Vibrio tapetis subsp. quintayensis subsp. nov.,International Journal of Systematic and Evolutionary Microbiology,10,exclude,"Bacterial taxonomy/pathogen isolation from diseased fish, not host microbiome or hybridization study",0.97,True,False,s2
10.13057/biodiv/d240465,2023.0,Antibiotic resistance of emerging pathogenic bacteria of hybrid grouper farming in Indonesia,Biodiversitas Journal of Biological Diversity,0,exclude,"Aquaculture pathogen/antibiotic resistance study in farmed hybrid grouper, no evolutionary host-microbiome hybridization question",0.97,True,False,s2
10.1099/ijsem.0.006894,2025.0,"Nitrincola salilacus sp. nov., isolated from Niya Fish Salt Lake Sediment in Xinjiang, Northwest China",International Journal of Systematic and Evolutionary Microbiology,0,exclude,"Sediment isolate taxonomy, no host, no hybridization between organisms or microbiome comparison",0.98,True,False,s2
10.3389/fimmu.2024.1488159,2024.0,Natural infection of hybrid sturgeon (Acipenser baerii♀×Acipenser schrenckii♂) with Nocardia seriolae and white sturgeon iridovirus: pathological and transcriptomic analyses,Frontiers in Immunology,3,exclude,"Disease pathogen infection in farmed hybrid sturgeon, not microbiome community/hybridization zone study",0.97,True,False,s2
10.3343/alm.2015.35.5.500,2015.0,Evaluation of Dual-Color Fluorescence In Situ Hybridization With Peptide Nucleic Acid Probes for the Detection of Mycobacterium tuberculosis and Non-Tuberculous Mycobacteria in Clinical Specimens,Annals of Laboratory Medicine,13,exclude,"FISH molecular hybridization technique for TB diagnosis, not organism hybridization or host microbiome study",0.98,True,False,s2
10.1093/cid/ciaa089,2020.0,First report of Candidatus Mycoplasma haemohominis infection in Australia causing persistent fever in an animal carer.,Clinical Infectious Diseases,24,exclude,"Human clinical case report with FISH diagnostic technique, unrelated to hybridization or host-microbiome evolution",0.98,True,False,s2
10.1101/2023.04.01.535225,2023.0,Revisiting the role of Acinetobacter spp. in EBPR systems,bioRxiv,0,exclude,"Wastewater treatment microbial ecology, uses FISH/hybridization technically, no host or animal hybridization involved",0.98,True,True,s2
10.1007/978-1-4020-2177-0_312,2004.0,Section 3 update: Use of Cloned Artificial Targets for FISH (catFISH) for the optimization of oligonucleotide probe hybridization conditions with 16S rRNA clones for in situ quantification of uncultivated prokaryotic cells,Molecular Microbial Ecology Manual,1,exclude,"FISH probe hybridization technique paper, molecular hybridization not host-microbiome or hybrid organism study",0.97,False,False,s2
10.1016/j.syapm.2021.126293,2021.0,"The fish pathogen Flavobacterium columnare represents four distinct species: Flavobacterium columnare, Flavobacterium covae sp. nov., Flavobacterium davisii sp. nov. and Flavobacterium oreochromis sp. nov., and emended description of Flavobacterium columnare.",Systematic and Applied Microbiology,100,exclude,"Taxonomic revision of a fish pathogen species, no host microbiota, hybridization, or hybrid zone study",0.97,True,False,s2
10.1016/j.scitotenv.2021.150682,2021.0,"When FLOW-FISH met FACS: Combining multiparametric, dynamic approaches for microbial single-cell research in the total environment.",Science of the Total Environment,25,exclude,"Technical FISH/flow cytometry methods review, not host-hybrid microbiome study; molecular hybridization sense excluded",0.97,True,False,s2
10.1007/s13213-013-0791-x,2014.0,Microbial community structure and disposal issues of table olive wastewaters generated from the fermentation of the olive cultivar ‘Kalamon’,Annals of Microbiology,3,exclude,"Wastewater microbial community study, no host organism, uses FISH technical hybridization not organismal hybridization",0.97,True,False,s2
10.1177/0022034520918536,2020.0,A New Era for the Oral Microbiome,Journal of dentistry research,8,exclude,"Human oral microbiome/dental disease review; no hybridization between organisms, no host genetics-microbiome link",0.98,True,False,s2
10.1038/s41698-025-00873-1,2025.0,Microbiome and biofilm insights from normal vs tumor tissues in Thai colorectal cancer patients,npj Precision Oncology,6,exclude,"Human colorectal cancer microbiome study, clinical, no hybridization or host genetics link",0.98,True,False,s2
10.3389/fmicb.2014.00151,2014.0,Metagenomic analysis of the medicinal leech gut microbiota,Frontiers in Microbiology,36,exclude,"Leech gut metagenome study, no hybridization zone or host genetics-microbiome link, unrelated topic",0.97,True,False,s2
10.3389/fmars.2021.707627,2021.0,"Supplementing Chitosan Oligosaccharide Positively Affects Hybrid Grouper (Epinephelus fuscoguttatus ♀ × E. lanceolatus ♂) Fed Dietary Fish Meal Replacement With Cottonseed Protein Concentrate: Effects on Growth, Gut Microbiota, Antioxidant Function and Immune Response",Frontiers in Marine Science,16,exclude,"Aquaculture study on hybrid grouper diet/growth/immune response, no evolutionary or hybridization-zone microbiota question",0.97,True,False,s2
10.1186/s12967-025-07500-4,2025.0,Multi-omics analysis reveals the association between intratumoral bacteria and somatic mutational signatures in oral squamous cell carcinoma,Journal of Translational Medicine,8,exclude,"Human oral cancer microbiome study, unrelated to fish hybridization, host genetics, or holobiont speciation framework",0.98,True,False,s2
10.1111/jfd.13366,2021.0,First description and diagnostics of disease caused by Piscirickettsia salmonis in farmed European sea bass (Dicentrarchus labrax Linnaeus) from Croatia.,Journal of Fish Diseases,7,exclude,"Fish disease diagnostics, FISH probe technique, no hybrid host or hybridization zone microbiome",0.98,True,False,s2
10.1128/aem.02080-06,2007.0,Ecology of the Microbial Community Removing Phosphate from Wastewater under Continuously Aerobic Conditions in a Sequencing Batch Reactor,Applied and Environmental Microbiology,121,exclude,"Wastewater treatment sludge microbiology, no host organism or hybridization relevance",0.98,True,False,s2
10.1101/2021.03.25.21254332,2021.0,Far from the gut but still relevant? Circulating bacterial signature is linked to metabolic disease and shifts with metabolic alleviation after bariatric surgery,medRxiv,1,exclude,"Human clinical blood microbiome study, no hybridization or host genetics link",0.98,True,True,s2
10.1128/mbio.01085-22,2022.0,Bacterial Signatures of Cerebral Thrombi in Large Vessel Occlusion Stroke,mBio,15,exclude,"Human clinical stroke thrombus microbiome study, unrelated to hybridization or host genetics/fish tissues",0.98,True,False,s2
10.3389/fmicb.2018.00031,2018.0,Prebiotic Wheat Bran Fractions Induce Specific Microbiota Changes,Frontiers in Microbiology,53,exclude,"Human gut fermentation/prebiotic study, no hybridization or host genetics context, clinical/applied focus",0.98,True,False,s2
10.1101/2023.11.27.568714,2023.0,Phylogeny-metabolism dual-directed single-cell genomics for dissecting and mining ecosystem function,bioRxiv,0,exclude,FISH here is molecular hybridization technique; no host-associated hybrid microbiome study,0.98,True,True,s2
10.1002/ece3.6138,2020.0,Decoding diversity in a coral reef fish species complex with restricted range using metagenomic sequencing of gut contents,Ecology and Evolution,5,exclude,"Species complex niche differentiation study, not a natural hybrid zone with host microbiote-genetics/hybridization framework as required",0.9,True,False,s2
10.1016/j.cbd.2020.100777,2020.0,Physiological parameters and gut microbiome associated with different dietary lipid levels in hybrid yellow catfish (Tachysurus fulvidraco♀× Pseudobagrus vachellii♂).,Comparative Biochemistry and Physiology - Part D:Genomics and Proteomics,27,exclude,"Aquaculture feeding study on hybrid catfish gut microbiome, no host genetics/hybridization-zone or ancestry-microbiome link",0.95,True,False,s2
10.3390/microorganisms12020266,2024.0,Relationship between Nitrogen Dynamics and Key Microbial Nitrogen-Cycling Genes in an Intensive Freshwater Aquaculture Pond,Microorganisms,17,exclude,"Aquaculture pond nitrogen-cycling water/sediment microbiology, no host microbiota or hybridization-zone evolutionary question",0.97,True,False,s2
10.4028/www.scientific.net/amr.20-21.577,2007.0,Microbial Communities in Acid Mine Water from Two Different Copper Mines in China,Advanced Materials Research,2,exclude,"Acid mine water bacterioplankton, no host organism, uses FISH; not host-associated hybrid microbiome study",0.98,True,False,s2
10.1155/2013/392523,2013.0,Effect of Lactobacillus plantarum C014 on Innate Immune Response and Disease Resistance against Aeromonas hydrophila in Hybrid Catfish,TheScientificWorldJournal,39,exclude,"Aquaculture probiotic study on disease resistance, no evolutionary or hybridization-microbiome question",0.97,True,False,s2
10.1128/spectrum.01973-24,2025.0,Integrating taxonomic and phenotypic information through FISH-enhanced flow cytometry for microbial community dynamics analysis,Microbiology spectrum,2,exclude,"FISH flow cytometry method paper; molecular hybridization technique, not organismal hybridization; no host microbiote link",0.97,True,False,s2
10.1038/ismej.2016.95,2016.0,Differential specificity between closely related corals and abundant Endozoicomonas endosymbionts across global scales,The ISME Journal,254,exclude,"Coral-Endozoicomonas specificity study, not hybridization/hybrid microbiome; uses FISH but not organismal hybrid zone",0.94,True,False,s2
10.24925/turjaf.v5i1.6-13.738,2017.0,Analyses of Dynamics in Dairy Products and Identification of Lactic Acid Bacteria Population by Molecular Methods,Turkish Journal of Agriculture: Food Science and Technology,1,exclude,"Dairy LAB molecular identification methods review; unrelated to host microbiota, hybridization, or fish tissues",0.98,True,False,s2
10.4049/jimmunol.204.supp.157.10,2020.0,Staphylococcus epidermidis facilitates intracellular pathogen clearance through upregulation of antimicrobial protein perforin-2 (P-2) in the human skin gamma delta T cells,Journal of Immunology,3,exclude,"Human skin immunology/microbiome study, no hybridization zone, no host genetics-microbiome link; uses FISH molecular technique, not organismal hybrids",0.97,True,False,s2
10.2147/jir.s470376,2024.0,Fusobacterium Nucleatum Aggravates Intestinal Barrier Impairment and Colitis Through IL-8 Induced Neutrophil Chemotaxis by Activating Epithelial Cells,Journal of Inflammation Research,19,exclude,"Clinical/mouse IBD mechanistic study, human-relevant, no hybridization or host genetics/microbiote inheritance context",0.98,True,False,s2
